#	S	count 	%	phon      		meaning	
29	会	734888	23	hui4/kuai4/*cuain	CAN	CAN/be possible/be able to/to assemble/to meet/to gather/to see/union/group/association, to balance an account/accounting	
30	可	723108	24	ke3/*ken	CAN	CAN/may/able to/certain(ly)/to suit/(particle used for emphasis)	
31	也	710259	24	ye3	Y+	Y/also/too	
32	你	705205	24	ni3		you	
33	对	703632	25	dui4	DUO / TO	DUO/dual/to/couple/pair/to be opposite/to oppose/to face/for/to/correct (answer)/to answer/to reply/to direct (towards sth)/right	
34	生	682031	25	sheng1		™/to be born/to give birth/life/to grow	
35	能	665358	25	neng2/*bear		®/can/may/capable/energy/able	
36	而	649239	26	er2/àr!	à	and/as well as/but (not)/yet (not)/(shows causal relation)/(shows change of state)/(shows contrast)	
37	子	640640	26	zi3/zi	Z1 1Z	11 p.m.-1 a.m./1st earthly branch/child/midnight/son/child/seed/egg/small thing, (noun suff.)	
38	那	638538	26	na3/na4/nei4		®/how/which, that/those, that/those/(sometimes used before a measure word, especially in Beijing)	
39	得	630688	27	de2/de/DEI3	TAKE	TAKE/obtain/get/gain/proper/suitable/proud/contented/allow/permit/ready/finished, a sentence particle used after a verb to show effect/degree or possibility, to have to/must/ought to/to need to	
40	于	630524	27	yu2/*yn	YN	(surname), YN/in/an/von/at/to/from/by/than/out of	
41	着	626326	27	zhao1/zhao2/zhe/zhu4/zhuo2	CATCH	CATCH/receive/suffer, part. indicates the successful result of a verb/to touch/to come in contact with/to feel/to be affected by/to catch fire/to fall asleep/to burn, -ing part. (indicates an action in progress)/part. coverb-forming after some verbs, to make known/to show/to prove/to write/book/outstanding, to wear (clothes)/to contact/to use/to apply	
42	下	621185	28	xia4	XUR	XUR/under/second (of two parts)/next (week, etc.)/lower/below/underneath/down(wards)/to decline/to go down/latter	
43	自	611687	28	zi4	Z1 1Z	AS1/1SELF/oneself/since/from (aus,as,zi,zu)	
44	之	609003	28	zhi1	SHE/CE	SHE/SU/ES(literary equivalent of 的)/(subor. part.)/him/her/it	
45	年	601887	29	nian2		year	
46	过	589925	29	guo4	GO/CROSS	GO/CROSS/(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/(surname)/excessively/too-	
47	发	572904	29	fa1/fa4	FAHR	FAHR/to send out/to show (one's feeling)/to issue/to develop, hair:fHAAr	
48	后	570764	29	hou4	<	QUEEN/empress/surname, back/behind/rear/afterwards/after/later	
49	作	542791	30	zuo4	DO	DO/take/to regard as/to take (somebody) for/to do/to make	
50	里	537795	30	li3	NI:LI:IN	NI:LI/inside/internal/interior, village/within/inside, Chinese mile/neighborhood/li, a Chinese unit of length = one-half kilometer/hometown	
51	用	535480	30	yong4	USE / YNG	USING/to use	
52	道	534695	31	dao4	TO	TO/direction/way/method/road/path/principle/truth/reason/skill/method/Tao (of Taoism)/a measure word/to say/to speak/to talk	
53	行	531848	31	hang2/xing2/xing4	GOING~工公	HANG~工~INGING~公/going/engineering/profession/professional, all right/capable/competent/OK/okay/to go/to do/to travel/temporary/to walk/to go/will do, behavior/conduct	
54	所	523028	31	suo3	ZU SITE	SITE/actually/place	
55	然	511026	31	ran2	right	RIGHT…ràn/correct/right/so/thus/like this/-ly	
56	家	509790	32	jia1	-IER gear 器	-IER/furniture/tool, -ist/-er/-ian/home/family/a person engaged in a certain art or profession	
57	种	503344	32	zhong3/zhong4	ZOON	ZOON/kind/type/race/breed/seed/species (taxonomy), to plant/to cultivate	
58	事	499172	32	shi4	THING	THING/matter/thing/item/work/affair	
59	成	499007	32	cheng2/cheng4	CHANGE	CHANGE/finish/complete/accomplish/become/turn into/win/succeed/one tenth, finish/complete/accomplish/become/turn into/win/succeed/one tenth	
60	方	492763	33	fang1		®/square/quadrilateral/direction/just	
61	多	481689	33	duo1	TOO2	TOO/many/much/a lot of/numerous/multi-	
62	经	481338	33	jing1	SIGN	SIGN/classics/sacred book/pass through/to undergo/scripture	
63	么	477969	33	ma/me/yao1	m1	™/(interrog. part.), (interrog. suff.), one on dice/small:mini	
64	去	476270	34	qu4	GO	GO/to go/to leave/to remove	
65	法	466816	34	fa3	FAEHR	'FÄHR/law/method/way/Buddhist teaching/Legalist/France (abbrev.)	
66	学	464261	34	xue2	SCHOOL	SCHUL/learn/study/science/-ology	
67	如	449036	34	ru2	®	®/as (if)/such as	
68	都	439568	35	dou1/du1	DUO2 / TOUT / TOP	DUO2/TOUT/TOP/all/both (if two things are involved)/entirely (due to)each/even/already, (surname)/metropolis/capital city	
69	同	437611	35	tong2	TO/CON	TO/CON/SAM/same/like/similar/together/alike/with	
70	现	433960	35	xian4	SEEN	erSCHEIN/appear/present/now/existing/current	
72	没	428146	35	mei2/mo4	M¬	MONO¬/(negative prefix for verbs)/have not/not, drowned/to end/to die/to inundate	
77	定	422538	37	ding4	𓂡DO当	𓂡DO当?/to set/to fix/to determine/to decide/to order	
73	动	426839	36	dong4	𓂡DO当	𓂡DO当?/to use/to act/to move/to change	
71	当	429274	35	dang1/dang4	𓂡DO当	𓂡DO?®/to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at, at or in the very same.../to pawn/suitable/adequate/fitting/proper/replace/represent	
74	面	425180	36	mian4	MOYEN 面	®/fade/side/surface/aspect/top/face/flour/noodles, flour/noodles	
75	起	424933	36	qi3	QÎR	QIR^/to rise/to raise/to get up	
76	看	424616	36	kan1/kan4	CEEN	~CEEN/to look after/to take care of/to watch/to guard, it depends/think/to see/to look at	
78	天	419884	37	tian1	DAYN	DAYN/day/sky/heaven	
79	分	419382	37	fen1/fen4	FENCE?	™/to divide/minute/(a measure word)/(a unit of length = 0 centimeter), part	
80	还	415855	37	hai2/huan2/huan4	HEN	HUAN/also/in addition/more/still/else/still/yet/(not) yet, (surname)/pay back/return	
81	进	412166	37	jin4	GOIN 	advance/enter/to come in	
82	好	411866	38	hao3/hao4	ghaodi	good/well, be fond of	
83	小	410987	38	xiao3	SHAOrt CUL	small/tiny/few/young	
84	部	403066	38	bu4	BURG BOARD	ministry/department/section/part/division/troops/board/(a measure word)/(a measure word for works of literature, films, machines, etc.)	
85	其	403028	38	qi2	SIE CE	SU/his/her/its/theirs/that/such/it (refers to sth preceding it)	
86	些	400528	39	xie1	SOME	SOME/few/several/(a measure word)	
87	主	399693	39	zhu3	长™	ZUNG公KING长cháng先xiān/to own/to host/master/lord/primary	
88	样	398149	39	yang4		?/manner/pattern/way/appearance/shape	
89	理	398087	39	li3		~/LOgic/REAson/science/inner principle or structure	
90	心	392228	39	xin1	心	®/heart/mind	
91	她	388612	40	ta1	THA	she	
92	本	388118	40	ben3	BIN√	BIN√/roots or stems of plants/origin/source/this/the current/root/foundation/basis/(a measure word)	
93	前	381431	40	qian2	Q1	先xiān/before/in front/ago/former/previous/earlier/front	
94	开	377012	40	kai1		®/open/operate (vehicle)/start	
95	但	374459	40	dan4	DENN	DENN/but/yet/however/only/merely/still <> dawn	
96	因	371612	41	yin1	因	?/cause/reason/because	
97	只	370059	41	qi2/zhi1/zhi3	THIER	earth-spirit/peace, (a measure word, for birds and some animals, etc.)/single/only, M for one of a pair, only/merely/just/but, but/only	
98	从	369958	41	cong1/cong2/zong4	从	®/lax/yielding/unhurried, from/obey/observe/follow, second cousin	
99	想	368819	41	xiang3	THINK < SEEN	THINK/to believe/to suppose/to wish/to want/to miss	
100	实	368494	41	shi2	SURE SEI	SURE/real/true/honest/really/solid	
101	日	363763	41	ri4	RAY	Japan/day/sun/date/day of the month	
102	军	362526	42	jun1	JUNTA	army/military/arms	
103	者	360974	42	zhe3	-CEr -IST	-ist, -er (person)/person (who does sth)	
104	意	360232	42	yi4	YIDEA	idea/meaning/wish/desire/(abbr.) Italy	
105	无	359265	42	wu2	W¬	-less/not to have/no/none/not/to lack/un-	
106	力	359136	42	li4	virali	power/force/strength	
107	它	346173	43	ta1	ITA	it	
108	与	345532	43	yu2/yu3/yu4	Y+	(interrog. part.), and/to give/together with, take part in	
109	长	342148	43	chang2/zhang3	KING	length/long/forever/always/constantly, chief/head/elder/to grow/to develop	
110	把	340730	43	ba3/ba4	BAR	(a measure word)/(marker for direct-object)/to hold/to contain/to grasp/to take hold of, handle	
111	机	339823	43	ji1	ma.JIN	machine/opportunity/secret	
112	十	338954	43	shi2	SHIN 10	ten/10	
113	民	335796	44	min2	MEN	the people/nationality/citizen	
114	第	325780	44	di4		(prefix before a number, for ordering numbers, e.g. 'first', 'number two', etc)	
115	公	318626	44	gong1	® < going	just/honorable (designation)/public/common	
116	此	318534	44	ci3	THE.SE	this/these	
117	已	318143	44	yi3		already/to stop/then/afterwards	
118	工	317532	44	gong1	™	work/worker/skill/profession/trade/craft/labor	
119	使	316273	45	shi3	< USE, SEI	to make/to cause/to enable/to use/to employ/messenger	
120	情	312900	45	qing2	emo.tion	feeling/emotion/passion/situation	
121	明	309873	45	ming2	< mooñ	clear/bright/to understand/next/the Ming dynasty	
122	性	309844	45	xing4	< sheng	sex/nature/surname/suffix corresponding to -ness or -ity	
123	知	306384	45	zhi1	vSIR savoir	to know/to be aware	
124	全	305248	45	quan2	∑	all/whole/entire/every/complete	
125	三	304272	46	san1	∑	three/3	
126	又	302933	46	you4	Y+	(once) again/also/both... and.../again	
127	关	302473	46	guan1	Gang ≠ KAI	(surname)/mountain pass/to close/to shut/to turn off/to concern/to involve	
128	点	300800	46	dian3	DOWN	(downwards-right convex character stroke)/o'clock/(a measure word)/point/dot/(decimal) point)	
129	正	296810	46	zheng1/zheng4	上	Chinese 1st month of year, just (right)/main/upright/straight/correct/principle	
130	业	296169	46	ye4	JOB	business/occupation/study	
131	外	295645	46	wai4		outside/in addition/foreign/external	
132	将	295586	47	jiang1/jiang4		(will, shall, 'future tense')/ready/prepared/to get/to use, a general	
133	两	294600	47	liang3		both/two/ounce/some/a few/tael	
134	高	293542	47	gao1		high/tall	
135	间	292227	47	jian1/jian4		between/among/space/(measure word), interstice/separate	
136	由	292199	47	you2		follow/from/it is for...to/reason/cause/because of/due to/by/to/to leave it (to sb)	
137	问	288237	47	wen4		to ask	
138	很	284252	48	hen3		very/extremely	
139	最	283689	48	zui4		(the) most/-est	
140	重	282843	48	chong2/zhong4		to double/to repeat/repetition/iteration/again/a layer, heavy/serious	
141	并	281616	48	bing4		and/furthermore/(not) at all/simultaneously/also/together with/to combine/to join/to merge, amalgamate/combine, and/also/together with	
142	物	281146	48	wu4		thing/object/matter	
143	手	280442	48	shou3		hand/convenient	
144	应	280384	48	ying1/ying4		ought, (surname)/to answer/to respond	
145	战	278776	49	zhan4		to fight/fight/war/battle	
146	向	276986	49	xiang4		direction/part/side/towards/to/guide/opposite to, guide/opposite to	
147	头	274911	49	tou2/tou		head, suff. for nouns	
148	文	274222	49	wen2		language/culture/writing/formal/literary	
149	体	273792	49	ti3		body/form/style/system	
150	政	269878	49	zheng4		political/politics/government	
151	美	269452	49	mei3		America/beautiful	
152	相	269125	50	xiang1/xiang4		each other/one another/mutually, appearance/portrait/picture	
153	见	269080	50	jian4/xian4		to see/to meet/to appear (to be sth)/to interview, appear	
154	被	268905	50	bei4		by (marker for passive-voice sentences or clauses)/quilt/blanket/to cover/to wear	
155	利	268813	50	li4		advantage/benefit/profit/sharp	
156	什	267869	50	shen2/shi2		what, tenth (used in fractions)	
157	二	267506	50	er4		two/2	
158	等	266296	50	deng3		class/rank/grade/equal to/same as/wait for/await/et cetera/and so on	
159	产	265164	51	chan3		to reproduce/to produce/give birth/products/produce/resources/estate/property	
160	或	260786	51	huo4		maybe/perhaps/might/possibly/or	
161	新	253921	51	xin1		meso- (chem.)/new/newly	
162	己	250894	51	ji3		6th heavenly stem/self	
163	制	250754	51	zhi4		system/to make/to manufacture/to control/to regulate, manufacture	
164	身	249725	51	shen1		body/torso/person/life/status/pregnancy/(a measure word used for clothes) suit	
165	果	246831	51	guo3		fruit/result	
166	加	243648	51	jia1		to add/plus	
167	西	243619	52	xi1		west	
168	斯	240900	52	si1		(phonetic)/this	
169	月	240566	52	yue4		moon/month	
170	话	240067	52	hua4		dialect/language/spoken words/speech/talk/words/conversation/what someone said	
171	合	239277	52	ge3/he2		one-tenth of a peck, Chinese musical note/fit/to join	
172	回	239243	52	hui2		(a measure word for matters or actions) a time/to circle/to go back/to turn around/to answer/to return/to revolve/Islam	
173	特	239091	52	te2/te4		special/unusual/extraordinary, male animal/special (-ly)	
174	代	231734	52	dai4		substitute/replace/generation/dynasty/geological era/era/age/period	
175	内	231331	53	nei4		inside/inner/internal/within/interior	
176	信	230248	53	xin4		letter/true/to believe/sign/evidence	
177	表	226768	53	biao3		surface/exterior/to watch/to show/express/an example/a list or table/a meter/a watch/chart/external	
178	化	224729	53	hua4		to make into/to change into/-ization/to ... -ize/to transform	
179	老	223050	53	lao3		(a prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family to indicate affection or familiarity)/old (of people)	
180	给	217815	53	gei3/ji3		to/for/for the benefit of/to give/to allow/to do sth (for sb)/(passive particle), to supply/provide	
181	世	214990	53	shi4		life/age/generation/era/world/lifetime	
182	位	214983	53	wei4		position/location/(measure word for persons)/place/seat	
183	次	214857	53	ci4		nth/number (of times)/order/sequence/next/second(ary)/(measure word)	
184	度	214376	54	du4		capacity/degree/standard	
185	门	212769	54	men2		opening/door/gate/doorway/gateway/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)	
186	任	212485	54	ren4		to assign/to appoint/office/responsibility	
187	常	212309	54	chang2		always/ever/often/frequently/common/general/constant	
188	先	210628	54	xian1		early/prior/former/in advance/first	
189	海	209302	54	hai3		ocean/sea	
190	通	209046	54	tong1		go through/know well/to connect/to communicate/open	
191	教	208875	54	jiao1/jiao4		teach, religion/teaching	
192	儿	207827	54	er2/er		son, non-syllabic dimi. suff.	
193	原	207579	55	yuan2		former/original/primary/raw/level/cause/source	
194	东	206238	55	dong1		east	
195	声	206083	55	sheng1		sound/voice/(a measure word, used for sounds)/tone/noise	
196	提	205159	55	di1/ti2		carry (suspended), to carry/to lift/to put forward/(upwards character stroke)/lifting (brush stroke in painting)/to mention	
197	立	204985	55	li4		set up/to stand	
198	及	202671	55	ji2		to reach/and	
199	比	200645	55	bi3/bi4		(particle used for comparison and '-er than')/to compare/to contrast/to gesture (with hands)/ratio, associate with/be near	
200	员	200217	55	yuan2		person/employee/member	
201	解	200090	55	jie3/jie4/xie4		to separate/to divide/to break up/to loosen/to explain/to untie/to emancipate, transport under guard, (surname)	
202	水	198933	55	shui3		water/river	
203	名	198481	56	ming2		name/(measure word for persons)/place (e.g. among winners)	
204	真	198416	56	zhen1		real/true/genuine	
205	论	197165	56	lun2/lun4		the Analects (of Confucius), by the/per/discuss/theory/to talk (about)/to discuss	
206	处	194237	56	chu3/chu4		to reside/to live/to dwell/to be in/to stay/get along with/to be in a position of/deal with, a place/location/spot/point/office/department/bureau/respect	
207	走	193619	56	zou3		to walk/to go/to move	
208	义	193507	56	yi4		justice/righteousness/meaning	
209	各	193435	56	ge4		each/every	
210	入	192433	56	ru4		to enter	
211	几	192355	56	ji1/ji3		small table, almost, a few/how many, how much/how many/several/a few	
212	口	191936	56	kou3		mouth/(a measure word)	
213	认	191866	57	ren4		to recognize/to know/to admit	
214	条	191280	57	tiao2		measure word for long, thin things (i.e. ribbon, river, etc.)/a strip/item/article	
215	平	191267	57	ping2		flat/level/equal/to make the same score/to tie/to draw/calm/peaceful	
216	系	190769	57	xi4		be/connection/relation/tie up/bind, be/system/to tie/department/faculty, connect/to tie	
217	气	190687	57	qi4		air/anger/gas, gas/air/smell/weather/vital breath/to make sb. angry/to get angry/to be enraged	
218	题	189921	57	ti2		topic/subject/to inscribe/to superscribe	
219	活	189876	57	huo2		to live/alive/living/work/workmanship	
220	尔	189785	57	er3		thus/so/like that/you/thou	
221	更	187378	57	geng1/geng4		to change, more/even more/further/still/still more	
222	别	186634	57	bie2/bie4		leave/depart/separate/distinguish/classify/other/another/do not/must not/to pin, contrary/difficult/awkward	
223	打	186146	58	da2/da3		dozen, beat/strike/break/mix up/build/fight/fetch/make/tie up/issue/shoot/calculate/since/from	
224	女	185188	58	nu:3/nv3		female/woman	
225	变	185121	58	bian4		to change/to become different/to transform/to vary/rebellion	
226	四	184874	58	si4		four/4	
227	神	184554	58	shen2		God/unusual/mysterious/soul/spirit/divine essence/lively/spiritual being	
228	总	184470	58	zong3		always/to assemble/gather/total/overall/head/chief/general/in every case	
229	何	184335	58	he2		carry/what/how/why/which	
230	电	183834	58	dian4		electric/electricity/electrical	
231	数	183312	58	shu3/shu4/shuo4		to count, number/figure/to count/to calculate/several, frequently/repeatedly	
232	安	183210	58	an1		content/calm/still/quiet/to pacify/peace	
233	少	183018	59	shao3/shao4		few/little/lack, young	
234	报	182411	59	bao4		to announce/to inform/report/newspaper/recompense/revenge	
235	才	181725	59	cai2		ability/talent/endowment/gift/an expert/only (then)/only if/just, just/not until	
236	结	181674	59	jie1/jie2		knot/sturdy/to bear (fruit)/bond/to tie/to bind	
237	反	181385	59	fan3		wrong side out or up/anti-	
238	受	180928	59	shou4		to bear/to stand/to endure/(passive marker)/to receive	
239	目	180827	59	mu4		eye/item/section/list/catalogue/table of contents/order (taxonomy)/goal/name/title	
240	太	180490	59	tai4		highest/greatest/too (much)/very/extremely	
241	量	180008	59	liang2/liang4		to measure, capacity/quantity/amount/to estimate	
242	再	179607	59	zai4		again/once more/re-/second/another	
243	感	178383	59	gan3		to feel/to move/to touch/to affect	
244	建	178289	60	jian4		to establish/to found/to set up/to build/to construct	
245	务	176085	60	wu4		affair/business/matter	
246	做	175580	60	zuo4		to do/to make/to produce	
247	接	175473	60	jie1		to extend/to connect/to receive/to join	
248	必	174963	60	bi4		certainly/must/will/necessarily	
249	场	173632	60	chang3		a courtyard/open space/place/field/a measure word/(a measure word, used for sport or recreation)	
250	件	172895	60	jian4		a measure word for thing, clothes, item	
251	计	171949	60	ji4		to calculate/to compute/to count/reckon/ruse/to plan	
252	管	170746	60	guan3		to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe	
253	期	169806	60	qi1		a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope	
254	市	169522	60	shi4		market/city	
255	直	169439	61	zhi2		straight/vertical/frank/directly/straightly/upright	
256	德	168917	61	de2		Germany/virtue/goodness/morality/ethics/kindness/favor/character/kind	
257	资	168890	61	zi1		resources/capital/to provide/to supply/to support/money/expense	
258	命	168358	61	ming4		life/fate	
259	山	168142	61	shan1		mountain/hill	
260	金	167912	61	jin1		metal/money/gold	
261	指	166865	61	zhi3		finger/to point/to direct/to indicate	
262	克	166044	61	ke4		gram/subdue/to restrain/to overcome, subdue	
263	许	166034	61	xu3		to allow/to permit/to praise/(surname)	
264	统	165820	61	tong3		to gather/to unite/to unify/whole	
265	区	164775	61	ou1/qu1		Ou (surname), area/region/district/small/distinguish	
266	保	164424	61	bao3		to defend/to protect/to insure or guarantee/to maintain/hold or keep/to guard	
267	至	163582	62	zhi4		arrive/most/to/until	
268	队	162938	62	dui4		squadron/team/group	
269	形	162049	62	xing2		to appear/to look/form/shape	
270	社	159527	62	she4		society/group	
271	便	159479	62	bian4/pian2		ordinary/plain/convenient/handy/easy/then/so/thus/to relieve oneself, advantageous/cheap	
272	空	158539	62	kong1/kong4		air/sky/empty/in vain, emptied/leisure	
273	决	157959	62	jue2		breach (a dyke)/to decide/to determine	
274	治	156904	62	zhi4		to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal	
275	展	156759	62	zhan3		to use/to spread out/to postpone/to unfold	
276	马	155772	62	ma3		horse/horse chess piece/Surname	
277	科	155750	62	ke1		branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes, etc.)/to fine somebody	
278	司	155229	62	si1		company/control	
279	五	154316	63	wu3		five/5	
280	基	153462	63	ji1		base/foundation/basic/radical (chem.)	
281	眼	152079	63	yan3		eye	
282	书	151357	63	shu1		book/letter	
283	非	149915	63	fei1		non-/not-/un-	
284	则	149042	63	ze2		(expresses contrast with a previous sentence or clause)/standard/norm/rule/to imitate/to follow/then/principle	
285	听	148988	63	ting1/ting4		listen/hear/obey, let/allow	
286	白	148728	63	bai2		white/snowy/empty/blank/bright/clear/plain/pure/gratuitous	
287	却	148679	63	que4		but/yet/however/while/to go back/to decline/to retreat/nevertheless	
288	界	148438	63	jie4		boundary/scope/extent/circles/group/kingdom (taxonomy)	
289	达	147907	63	da2		attain/pass through/achieve/reach/realize/clear/inform/notify/dignity	
290	光	147639	63	guang1		light/ray/bright	
291	放	147600	63	fang4		to release/to free/to let go/to put/to place/to let out	
292	强	146665	64	qiang2		strength/force/power/powerful/better	
293	即	146459	64	ji2		namely/right away/to approach/to draw near	
294	像	145291	64	xiang4		(look) like/similar (to)/appearance/to appear/to seem/image/portrait/resemble/seem	
295	难	144597	64	nan2/nan4		difficult (to...)/problem/difficulty/difficult/not good, disaster/distress/to scold	
296	且	144597	64	qie3		further/moreover	
297	权	144506	64	quan2		authority/power/right	
298	思	144503	64	si1		to think/to consider	
299	王	143948	64	wang2		king/Wang (proper name)	
300	象	143453	64	xiang4		shape/form/appearance/elephant/image under a map (math.)	
301	完	143120	64	wan2		to finish/to be over/whole/complete/entire	
302	设	142742	64	she4		to set up/to arrange/to establish/to found/to display	
303	式	142292	64	shi4		type/form/pattern/style	
304	色	142231	64	se4/shai3		color/look/appearance, color/dice	
305	路	141812	65	lu4		(surname)/road/path/way	
306	记	139501	65	ji4		to remember/to note/mark/sign/to record	
307	南	139078	65	nan2		south	
308	品	138528	65	pin3		conduct/grade/thing/product/good	
309	住	138503	65	zhu4		to live/to dwell/to reside/to stop	
310	告	138285	65	gao4		to tell/to inform/to say	
311	类	138280	65	lei4		kind/type/class/category/similar/like/to resemble	
312	求	138216	65	qiu2		to seek/to look for/to request/to demand/to beseech	
313	据	137990	65	ju1/ju4		sickness of hand, act in accordance with/seize, according to/to act in accordance with/to depend on/to seize/to occupy	
314	程	136962	65	cheng2		rule/order/regulations/formula/journey/procedure/sequence/a surname	
315	北	136939	65	bei3		north	
316	边	136277	65	bian1		side/edge/margin/border/boundary	
317	死	136194	65	si3		to die/inpassable/uncrossable/inflexible/rigid	
318	张	136087	65	zhang1		(a measure word)/(a surname)/open up	
319	该	136053	66	gai1		that/the above-mentioned/most likely/to deserve/should/ought to/owe	
320	交	135727	66	jiao1		to deliver/to turn over/to make friends/to intersect (lines)/to pay (money)	
321	规	134528	66	gui1		compass/rule	
322	万	134220	66	wan4		Wan (surname)/ten thousand/a great number	
323	取	134102	66	qu3		to take/to get/to choose/to fetch	
324	拉	134051	66	la1		to pull/to play (string instruments)/to drag/to draw	
325	格	133986	66	ge2		frame/rule	
326	望	133145	66	wang4		hope/expect/to visit/to gaze (into the distance)/look towards/towards	
327	觉	132041	66	jiao4/jue2		a nap/a sleep, feel/find that/thinking/awake/aware	
328	术	131634	66	shu4/zhu2		method/technique, Atractylis lancea var. ovata	
329	领	130993	66	ling3		neck/collar/to lead/to receive	
330	共	128824	66	gong4		all together/in while/to share/common/general/together	
331	确	128417	66	que4		authenticated/solid/firm, authenticated/solid/firm/real/true	
332	传	128186	66	chuan2/zhuan4		to pass on/to spread/to transmit/to infect/to transfer/to circulate/to pass on/to conduct (electricity), biography	
333	师	128086	66	shi1		a division (milit.)/teacher/master/expert/model	
334	观	127796	67	guan1/guan4		to look at/to watch/to observe/to behold, Taoist monastery	
335	清	127716	67	qing1		clear/distinct/complete/pure	
336	今	126624	67	jin1		today/modern/present/current/this/now	
337	切	126391	67	qie1/qie4		to cut/to slice, close to	
338	院	126115	67	yuan4		courtyard/institution	
339	让	125660	67	rang4		to ask/to let/permit/have (someone do something)/to yield/to allow	
340	识	125220	67	shi2/zhi4		to know/knowledge, to record/write a footnote	
341	候	124865	67	hou4		wait	
342	带	124619	67	dai4		band/belt/girdle/ribbon/area/zone/region/wear/carry/lead/bring/consists of/show/and	
343	导	124463	67	dao3		to transmit/to lead/to guide/to conduct/to direct	
344	争	124420	67	zheng1		struggle/fight	
345	运	123903	67	yun4		to move/to transport/to use/to apply/fortune/luck/fate	
346	笑	122902	67	xiao4		laugh/smile	
347	飞	122290	67	fei1		to fly	
348	风	121803	67	feng1		wind/news/style/custom/manner	
349	步	121267	67	bu4		a step/a pace/walk/march/stages in a process	
350	改	121023	68	gai3		to change/to alter/to transform/to correct	
351	收	120897	68	shou1		to receive/to accept/to collect/in care of (used on address line after name)	
352	根	120778	68	gen1		radical (chem.)/root/basis	
353	干	120564	68	gan1/gan4		dry/to concern/shield, to work/to do/to manage, manage/stem	
354	造	120496	68	zao4		to make/to build/to invent/to manufacture	
355	言	120308	68	yan2		to speak/to say/talk/word	
356	联	120301	68	lian2		to ally/to unite/to join	
357	持	119990	68	chi2		to grasp/to hold/support/manage/direct/maintain	
358	组	119734	68	zu3		to form/compose/make up/group/to organize/cord	
359	每	119594	68	mei3		each/every	
360	济	119161	68	ji4		aid/ferry/frugal	
